conversation_id,agent_id,category_id,channel_id,issue_status,resolution_time,date,customer_issue,tech_response,date
CONV-1760,1760,1760,1760,Pending,87,2029-10-26,Printer not responding,Reinstall the printer drivers.,2029-10-26
CONV-1761,1761,1761,1761,Escalated,7,2029-10-27,Forgot password,Clear cache and remove unnecessary programs.,2029-10-27
CONV-1762,1762,1762,1762,Resolved after follow-up,6,2029-10-28,Blue screen error,Restart your router.,2029-10-28
CONV-1763,1763,1763,1763,Escalated,44,2029-10-29,Cannot connect to Wi-Fi,Restart your router.,2029-10-29
CONV-1764,1764,1764,1764,Resolved after follow-up,101,2029-10-30,Software installation failure,Reinstall the printer drivers.,2029-10-30
CONV-1765,1765,1765,1765,Resolved,96,2029-10-31,Slow system performance,Restart your router.,2029-10-31
CONV-1766,1766,1766,1766,Resolved after follow-up,82,2029-11-01,Cannot connect to Wi-Fi,Run a system diagnostic tool.,2029-11-01
CONV-1767,1767,1767,1767,Pending,17,2029-11-02,Forgot password,Reinstall the printer drivers.,2029-11-02
CONV-1768,1768,1768,1768,Pending,84,2029-11-03,Forgot password,Reinstall the printer drivers.,2029-11-03
CONV-1769,1769,1769,1769,Resolved,12,2029-11-04,Blue screen error,Reset your password using the link provided.,2029-11-04
CONV-1770,1770,1770,1770,Resolved,99,2029-11-05,Cannot connect to Wi-Fi,Restart your router.,2029-11-05
CONV-1771,1771,1771,1771,Resolved,76,2029-11-06,Slow system performance,Restart your router.,2029-11-06
CONV-1772,1772,1772,1772,Pending,111,2029-11-07,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,2029-11-07
CONV-1773,1773,1773,1773,Pending,118,2029-11-08,Unable to access email,Verify your email settings.,2029-11-08
CONV-1774,1774,1774,1774,Escalated,78,2029-11-09,Forgot password,Reinstall the printer drivers.,2029-11-09
CONV-1775,1775,1775,1775,Escalated,49,2029-11-10,Cannot connect to Wi-Fi,Reinstall the printer drivers.,2029-11-10
CONV-1776,1776,1776,1776,Resolved,106,2029-11-11,Forgot password,Restart your router.,2029-11-11
CONV-1777,1777,1777,1777,Resolved after follow-up,83,2029-11-12,Cannot connect to Wi-Fi,Reset your password using the link provided.,2029-11-12
CONV-1778,1778,1778,1778,Resolved after follow-up,83,2029-11-13,Cannot connect to Wi-Fi,Verify your email settings.,2029-11-13
CONV-1779,1779,1779,1779,Resolved after follow-up,116,2029-11-14,Slow system performance,Reinstall the printer drivers.,2029-11-14
CONV-1780,1780,1780,1780,Escalated,62,2029-11-15,Slow system performance,Verify your email settings.,2029-11-15
CONV-1781,1781,1781,1781,Escalated,65,2029-11-16,Slow system performance,Clear cache and remove unnecessary programs.,2029-11-16
CONV-1782,1782,1782,1782,Resolved after follow-up,88,2029-11-17,Unable to access email,Run a system diagnostic tool.,2029-11-17
CONV-1783,1783,1783,1783,Resolved after follow-up,49,2029-11-18,Slow system performance,Follow the software installation guide.,2029-11-18
CONV-1784,1784,1784,1784,Pending,81,2029-11-19,Cannot connect to Wi-Fi,Reinstall the printer drivers.,2029-11-19
CONV-1785,1785,1785,1785,Pending,60,2029-11-20,Blue screen error,Restart your router.,2029-11-20
CONV-1786,1786,1786,1786,Resolved,45,2029-11-21,Cannot connect to Wi-Fi,Verify your email settings.,2029-11-21
CONV-1787,1787,1787,1787,Pending,82,2029-11-22,Blue screen error,Reinstall the printer drivers.,2029-11-22
CONV-1788,1788,1788,1788,Resolved,50,2029-11-23,Unable to access email,Restart your router.,2029-11-23
CONV-1789,1789,1789,1789,Resolved,95,2029-11-24,Blue screen error,Clear cache and remove unnecessary programs.,2029-11-24
CONV-1790,1790,1790,1790,Resolved,114,2029-11-25,Slow system performance,Clear cache and remove unnecessary programs.,2029-11-25
CONV-1791,1791,1791,1791,Resolved,98,2029-11-26,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,2029-11-26
CONV-1792,1792,1792,1792,Resolved,80,2029-11-27,Printer not responding,Restart your router.,2029-11-27
CONV-1793,1793,1793,1793,Resolved,23,2029-11-28,Cannot connect to Wi-Fi,Verify your email settings.,2029-11-28
CONV-1794,1794,1794,1794,Pending,111,2029-11-29,Software installation failure,Follow the software installation guide.,2029-11-29
CONV-1795,1795,1795,1795,Pending,11,2029-11-30,Printer not responding,Clear cache and remove unnecessary programs.,2029-11-30
CONV-1796,1796,1796,1796,Resolved,39,2029-12-01,Forgot password,Follow the software installation guide.,2029-12-01
CONV-1797,1797,1797,1797,Escalated,72,2029-12-02,Forgot password,Verify your email settings.,2029-12-02
CONV-1798,1798,1798,1798,Pending,80,2029-12-03,Unable to access email,Run a system diagnostic tool.,2029-12-03
CONV-1799,1799,1799,1799,Pending,78,2029-12-04,Cannot connect to Wi-Fi,Reset your password using the link provided.,2029-12-04
CONV-1800,1800,1800,1800,Escalated,53,2029-12-05,Printer not responding,Restart your router.,2029-12-05
CONV-1801,1801,1801,1801,Resolved,100,2029-12-06,Unable to access email,Run a system diagnostic tool.,2029-12-06
CONV-1802,1802,1802,1802,Resolved,28,2029-12-07,Slow system performance,Reinstall the printer drivers.,2029-12-07
CONV-1803,1803,1803,1803,Pending,70,2029-12-08,Slow system performance,Restart your router.,2029-12-08
CONV-1804,1804,1804,1804,Resolved,98,2029-12-09,Blue screen error,Reinstall the printer drivers.,2029-12-09
CONV-1805,1805,1805,1805,Escalated,85,2029-12-10,Blue screen error,Reset your password using the link provided.,2029-12-10
CONV-1806,1806,1806,1806,Resolved,6,2029-12-11,Slow system performance,Reset your password using the link provided.,2029-12-11
CONV-1807,1807,1807,1807,Resolved,20,2029-12-12,Cannot connect to Wi-Fi,Restart your router.,2029-12-12
CONV-1808,1808,1808,1808,Resolved,34,2029-12-13,Blue screen error,Reset your password using the link provided.,2029-12-13
CONV-1809,1809,1809,1809,Resolved,91,2029-12-14,Cannot connect to Wi-Fi,Run a system diagnostic tool.,2029-12-14
CONV-1810,1810,1810,1810,Resolved,104,2029-12-15,Printer not responding,Follow the software installation guide.,2029-12-15
CONV-1811,1811,1811,1811,Resolved,94,2029-12-16,Forgot password,Reset your password using the link provided.,2029-12-16
CONV-1812,1812,1812,1812,Escalated,85,2029-12-17,Unable to access email,Verify your email settings.,2029-12-17
CONV-1813,1813,1813,1813,Resolved after follow-up,34,2029-12-18,Forgot password,Follow the software installation guide.,2029-12-18
CONV-1814,1814,1814,1814,Resolved,14,2029-12-19,Slow system performance,Reinstall the printer drivers.,2029-12-19
CONV-1815,1815,1815,1815,Resolved,71,2029-12-20,Forgot password,Reinstall the printer drivers.,2029-12-20
CONV-1816,1816,1816,1816,Pending,55,2029-12-21,Blue screen error,Follow the software installation guide.,2029-12-21
CONV-1817,1817,1817,1817,Resolved,39,2029-12-22,Blue screen error,Run a system diagnostic tool.,2029-12-22
CONV-1818,1818,1818,1818,Resolved,69,2029-12-23,Software installation failure,Reset your password using the link provided.,2029-12-23
CONV-1819,1819,1819,1819,Pending,12,2029-12-24,Cannot connect to Wi-Fi,Restart your router.,2029-12-24
CONV-1820,1820,1820,1820,Resolved,100,2029-12-25,Printer not responding,Restart your router.,2029-12-25
CONV-1821,1821,1821,1821,Escalated,93,2029-12-26,Blue screen error,Follow the software installation guide.,2029-12-26
CONV-1822,1822,1822,1822,Pending,77,2029-12-27,Software installation failure,Restart your router.,2029-12-27
CONV-1823,1823,1823,1823,Resolved after follow-up,105,2029-12-28,Cannot connect to Wi-Fi,Restart your router.,2029-12-28
CONV-1824,1824,1824,1824,Resolved,87,2029-12-29,Printer not responding,Reset your password using the link provided.,2029-12-29
CONV-1825,1825,1825,1825,Resolved after follow-up,86,2029-12-30,Software installation failure,Reinstall the printer drivers.,2029-12-30
CONV-1826,1826,1826,1826,Resolved after follow-up,56,2029-12-31,Cannot connect to Wi-Fi,Verify your email settings.,2029-12-31
CONV-1827,1827,1827,1827,Resolved,71,2030-01-01,Forgot password,Reinstall the printer drivers.,2030-01-01
CONV-1828,1828,1828,1828,Resolved,100,2030-01-02,Blue screen error,Run a system diagnostic tool.,2030-01-02
CONV-1829,1829,1829,1829,Pending,60,2030-01-03,Slow system performance,Reinstall the printer drivers.,2030-01-03
CONV-1830,1830,1830,1830,Pending,5,2030-01-04,Slow system performance,Run a system diagnostic tool.,2030-01-04
CONV-1831,1831,1831,1831,Escalated,62,2030-01-05,Software installation failure,Run a system diagnostic tool.,2030-01-05
CONV-1832,1832,1832,1832,Pending,98,2030-01-06,Unable to access email,Restart your router.,2030-01-06
CONV-1833,1833,1833,1833,Pending,58,2030-01-07,Cannot connect to Wi-Fi,Reinstall the printer drivers.,2030-01-07
CONV-1834,1834,1834,1834,Resolved after follow-up,11,2030-01-08,Unable to access email,Restart your router.,2030-01-08
CONV-1835,1835,1835,1835,Pending,23,2030-01-09,Software installation failure,Restart your router.,2030-01-09
CONV-1836,1836,1836,1836,Escalated,21,2030-01-10,Forgot password,Follow the software installation guide.,2030-01-10
CONV-1837,1837,1837,1837,Resolved,101,2030-01-11,Printer not responding,Run a system diagnostic tool.,2030-01-11
CONV-1838,1838,1838,1838,Resolved,20,2030-01-12,Forgot password,Run a system diagnostic tool.,2030-01-12
CONV-1839,1839,1839,1839,Escalated,78,2030-01-13,Unable to access email,Restart your router.,2030-01-13
CONV-1840,1840,1840,1840,Resolved,82,2030-01-14,Printer not responding,Reinstall the printer drivers.,2030-01-14
CONV-1841,1841,1841,1841,Escalated,43,2030-01-15,Unable to access email,Clear cache and remove unnecessary programs.,2030-01-15
CONV-1842,1842,1842,1842,Resolved after follow-up,58,2030-01-16,Forgot password,Follow the software installation guide.,2030-01-16
CONV-1843,1843,1843,1843,Resolved,119,2030-01-17,Blue screen error,Restart your router.,2030-01-17
CONV-1844,1844,1844,1844,Escalated,82,2030-01-18,Printer not responding,Clear cache and remove unnecessary programs.,2030-01-18
CONV-1845,1845,1845,1845,Escalated,85,2030-01-19,Software installation failure,Reinstall the printer drivers.,2030-01-19
CONV-1846,1846,1846,1846,Pending,46,2030-01-20,Slow system performance,Follow the software installation guide.,2030-01-20
CONV-1847,1847,1847,1847,Escalated,74,2030-01-21,Slow system performance,Run a system diagnostic tool.,2030-01-21
CONV-1848,1848,1848,1848,Resolved,89,2030-01-22,Printer not responding,Restart your router.,2030-01-22
CONV-1849,1849,1849,1849,Pending,22,2030-01-23,Blue screen error,Reset your password using the link provided.,2030-01-23
CONV-1850,1850,1850,1850,Resolved,91,2030-01-24,Software installation failure,Follow the software installation guide.,2030-01-24
CONV-1851,1851,1851,1851,Pending,6,2030-01-25,Blue screen error,Verify your email settings.,2030-01-25
CONV-1852,1852,1852,1852,Resolved after follow-up,79,2030-01-26,Printer not responding,Verify your email settings.,2030-01-26
CONV-1853,1853,1853,1853,Escalated,112,2030-01-27,Software installation failure,Clear cache and remove unnecessary programs.,2030-01-27
CONV-1854,1854,1854,1854,Resolved,90,2030-01-28,Slow system performance,Follow the software installation guide.,2030-01-28
CONV-1855,1855,1855,1855,Escalated,89,2030-01-29,Cannot connect to Wi-Fi,Restart your router.,2030-01-29
CONV-1856,1856,1856,1856,Resolved,40,2030-01-30,Forgot password,Run a system diagnostic tool.,2030-01-30
CONV-1857,1857,1857,1857,Resolved after follow-up,91,2030-01-31,Software installation failure,Run a system diagnostic tool.,2030-01-31
CONV-1858,1858,1858,1858,Pending,107,2030-02-01,Cannot connect to Wi-Fi,Verify your email settings.,2030-02-01
CONV-1859,1859,1859,1859,Resolved,40,2030-02-02,Software installation failure,Verify your email settings.,2030-02-02
CONV-1860,1860,1860,1860,Resolved after follow-up,41,2030-02-03,Slow system performance,Run a system diagnostic tool.,2030-02-03
CONV-1861,1861,1861,1861,Escalated,54,2030-02-04,Forgot password,Follow the software installation guide.,2030-02-04
CONV-1862,1862,1862,1862,Resolved,118,2030-02-05,Unable to access email,Reset your password using the link provided.,2030-02-05
CONV-1863,1863,1863,1863,Escalated,105,2030-02-06,Blue screen error,Follow the software installation guide.,2030-02-06
CONV-1864,1864,1864,1864,Pending,90,2030-02-07,Cannot connect to Wi-Fi,Verify your email settings.,2030-02-07
CONV-1865,1865,1865,1865,Pending,22,2030-02-08,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,2030-02-08
CONV-1866,1866,1866,1866,Resolved after follow-up,32,2030-02-09,Cannot connect to Wi-Fi,Verify your email settings.,2030-02-09
CONV-1867,1867,1867,1867,Escalated,117,2030-02-10,Unable to access email,Clear cache and remove unnecessary programs.,2030-02-10
CONV-1868,1868,1868,1868,Resolved after follow-up,86,2030-02-11,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,2030-02-11
CONV-1869,1869,1869,1869,Escalated,93,2030-02-12,Software installation failure,Follow the software installation guide.,2030-02-12
CONV-1870,1870,1870,1870,Pending,105,2030-02-13,Unable to access email,Reset your password using the link provided.,2030-02-13
CONV-1871,1871,1871,1871,Resolved,20,2030-02-14,Forgot password,Restart your router.,2030-02-14
CONV-1872,1872,1872,1872,Resolved,46,2030-02-15,Unable to access email,Verify your email settings.,2030-02-15
CONV-1873,1873,1873,1873,Resolved,64,2030-02-16,Blue screen error,Reset your password using the link provided.,2030-02-16
CONV-1874,1874,1874,1874,Resolved,46,2030-02-17,Unable to access email,Verify your email settings.,2030-02-17
CONV-1875,1875,1875,1875,Escalated,103,2030-02-18,Cannot connect to Wi-Fi,Run a system diagnostic tool.,2030-02-18
CONV-1876,1876,1876,1876,Escalated,51,2030-02-19,Blue screen error,Restart your router.,2030-02-19
CONV-1877,1877,1877,1877,Pending,53,2030-02-20,Software installation failure,Run a system diagnostic tool.,2030-02-20
CONV-1878,1878,1878,1878,Resolved after follow-up,86,2030-02-21,Printer not responding,Verify your email settings.,2030-02-21
CONV-1879,1879,1879,1879,Escalated,87,2030-02-22,Forgot password,Verify your email settings.,2030-02-22
CONV-1880,1880,1880,1880,Resolved after follow-up,86,2030-02-23,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,2030-02-23
CONV-1881,1881,1881,1881,Escalated,42,2030-02-24,Blue screen error,Restart your router.,2030-02-24
CONV-1882,1882,1882,1882,Resolved,69,2030-02-25,Printer not responding,Run a system diagnostic tool.,2030-02-25
CONV-1883,1883,1883,1883,Escalated,15,2030-02-26,Slow system performance,Reset your password using the link provided.,2030-02-26
CONV-1884,1884,1884,1884,Resolved after follow-up,40,2030-02-27,Printer not responding,Verify your email settings.,2030-02-27
CONV-1885,1885,1885,1885,Resolved after follow-up,13,2030-02-28,Forgot password,Reinstall the printer drivers.,2030-02-28
CONV-1886,1886,1886,1886,Escalated,66,2030-03-01,Software installation failure,Restart your router.,2030-03-01
CONV-1887,1887,1887,1887,Resolved,114,2030-03-02,Blue screen error,Restart your router.,2030-03-02
CONV-1888,1888,1888,1888,Resolved,6,2030-03-03,Unable to access email,Reinstall the printer drivers.,2030-03-03
CONV-1889,1889,1889,1889,Resolved after follow-up,94,2030-03-04,Blue screen error,Run a system diagnostic tool.,2030-03-04
CONV-1890,1890,1890,1890,Resolved after follow-up,90,2030-03-05,Software installation failure,Reset your password using the link provided.,2030-03-05
CONV-1891,1891,1891,1891,Resolved after follow-up,107,2030-03-06,Blue screen error,Restart your router.,2030-03-06
CONV-1892,1892,1892,1892,Escalated,95,2030-03-07,Forgot password,Verify your email settings.,2030-03-07
CONV-1893,1893,1893,1893,Resolved,13,2030-03-08,Software installation failure,Run a system diagnostic tool.,2030-03-08
